text,label
1F476 1F3FE,1
1F476 1F3FF,1
1F9D2,1
1F9D2 1F3FB,1
1F9D2 1F3FC,1
1F9D2 1F3FD,1
1F9D2 1F3FE,1
1F9D2 1F3FF,1
1F466,1
1F466 1F3FB,1
1F466 1F3FC,1
1F466 1F3FD,1
1F466 1F3FE,1
1F466 1F3FF,1
1F467,1
1F467 1F3FB,1
1F467 1F3FC,1
1F467 1F3FD,1
1F467 1F3FE,1
1F467 1F3FF,1
1F9D1,1
1F9D1 1F3FB,1
1F9D1 1F3FC,1
1F9D1 1F3FD,1
1F9D1 1F3FE,1
1F9D1 1F3FF,1
1F471,1
1F471 1F3FB,1
1F471 1F3FC,1
1F471 1F3FD,1
1F471 1F3FE,1
1F471 1F3FF,1
1F468,1
1F468 1F3FB,1
1F468 1F3FC,1
1F468 1F3FD,1
1F468 1F3FE,1
1F468 1F3FF,1
1F9D4,1
1F9D4 1F3FB,1
1F9D4 1F3FC,1
1F9D4 1F3FD,1
1F9D4 1F3FE,1
1F9D4 1F3FF,1
1F468 200D 1F9B0,1
1F468 1F3FB 200D 1F9B0,1
1F468 1F3FC 200D 1F9B0,1
1F468 1F3FD 200D 1F9B0,1
1F468 1F3FE 200D 1F9B0,1
1F468 1F3FF 200D 1F9B0,1
1F468 200D 1F9B1,1
1F468 1F3FB 200D 1F9B1,1
1F468 1F3FC 200D 1F9B1,1
1F468 1F3FD 200D 1F9B1,1
1F468 1F3FE 200D 1F9B1,1
1F468 1F3FF 200D 1F9B1,1
1F468 200D 1F9B3,1
1F468 1F3FB 200D 1F9B3,1
1F468 1F3FC 200D 1F9B3,1
1F468 1F3FD 200D 1F9B3,1
1F468 1F3FE 200D 1F9B3,1
1F468 1F3FF 200D 1F9B3,1
1F468 200D 1F9B2,1
1F468 1F3FB 200D 1F9B2,1
1F468 1F3FC 200D 1F9B2,1
1F468 1F3FD 200D 1F9B2,1
1F468 1F3FE 200D 1F9B2,1
1F468 1F3FF 200D 1F9B2,1
1F469,1
1F469 1F3FB,1
1F469 1F3FC,1
1F469 1F3FD,1
1F469 1F3FE,1
1F469 1F3FF,1
1F469 200D 1F9B0,1
1F469 1F3FB 200D 1F9B0,1
1F469 1F3FC 200D 1F9B0,1
1F469 1F3FD 200D 1F9B0,1
1F469 1F3FE 200D 1F9B0,1
1F469 1F3FF 200D 1F9B0,1
1F9D1 200D 1F9B0,1
1F9D1 1F3FB 200D 1F9B0,1
1F9D1 1F3FC 200D 1F9B0,1
1F9D1 1F3FD 200D 1F9B0,1
1F9D1 1F3FE 200D 1F9B0,1
1F9D1 1F3FF 200D 1F9B0,1
1F469 200D 1F9B1,1
1F469 1F3FB 200D 1F9B1,1
1F469 1F3FC 200D 1F9B1,1
1F469 1F3FD 200D 1F9B1,1
1F469 1F3FE 200D 1F9B1,1
1F469 1F3FF 200D 1F9B1,1
1F9D1 200D 1F9B1,1
1F9D1 1F3FB 200D 1F9B1,1
1F9D1 1F3FC 200D 1F9B1,1
1F9D1 1F3FD 200D 1F9B1,1
1F9D1 1F3FE 200D 1F9B1,1
1F9D1 1F3FF 200D 1F9B1,1
1F469 200D 1F9B3,1
1F469 1F3FB 200D 1F9B3,1
1F469 1F3FC 200D 1F9B3,1
1F469 1F3FD 200D 1F9B3,1
1F469 1F3FE 200D 1F9B3,1
1F469 1F3FF 200D 1F9B3,1
1F9D1 200D 1F9B3,1
1F9D1 1F3FB 200D 1F9B3,1
1F9D1 1F3FC 200D 1F9B3,1
1F9D1 1F3FD 200D 1F9B3,1
1F9D1 1F3FE 200D 1F9B3,1
1F9D1 1F3FF 200D 1F9B3,1
1F469 200D 1F9B2,1
1F469 1F3FB 200D 1F9B2,1
1F469 1F3FC 200D 1F9B2,1
1F469 1F3FD 200D 1F9B2,1
1F469 1F3FE 200D 1F9B2,1
1F469 1F3FF 200D 1F9B2,1
1F9D1 200D 1F9B2,1
1F9D1 1F3FB 200D 1F9B2,1
1F9D1 1F3FC 200D 1F9B2,1
1F9D1 1F3FD 200D 1F9B2,1
1F9D1 1F3FE 200D 1F9B2,1
1F9D1 1F3FF 200D 1F9B2,1
1F471 200D 2640 FE0F,1
1F471 200D 2640,1
1F471 1F3FB 200D 2640 FE0F,1
1F471 1F3FB 200D 2640,1
1F471 1F3FC 200D 2640 FE0F,1
1F471 1F3FC 200D 2640,1
1F471 1F3FD 200D 2640 FE0F,1
1F471 1F3FD 200D 2640,1
1F471 1F3FE 200D 2640 FE0F,1
1F471 1F3FE 200D 2640,1
1F471 1F3FF 200D 2640 FE0F,1
1F471 1F3FF 200D 2640,1
1F471 200D 2642 FE0F,1
1F471 200D 2642,1
1F471 1F3FB 200D 2642 FE0F,1
1F471 1F3FB 200D 2642,1
1F471 1F3FC 200D 2642 FE0F,1
1F471 1F3FC 200D 2642,1
1F471 1F3FD 200D 2642 FE0F,1
1F471 1F3FD 200D 2642,1
1F471 1F3FE 200D 2642 FE0F,1
1F471 1F3FE 200D 2642,1
1F471 1F3FF 200D 2642 FE0F,1
1F471 1F3FF 200D 2642,1
1F9D3,1
1F9D3 1F3FB,1
1F9D3 1F3FC,1
1F9D3 1F3FD,2
1F9D3 1F3FE,2
1F9D3 1F3FF,2
1F474,2
1F474 1F3FB,2
1F474 1F3FC,2
1F474 1F3FD,2
1F474 1F3FE,2
1F474 1F3FF,2
1F475,2
1F475 1F3FB,2
1F475 1F3FC,2
1F475 1F3FD,2
1F475 1F3FE,2
1F475 1F3FF,2
1F64D,2
1F64D 1F3FB,2
1F64D 1F3FC,2
1F64D 1F3FD,2
1F64D 1F3FE,2
1F64D 1F3FF,2
1F64D 200D 2642 FE0F,2
1F64D 200D 2642,2
1F64D 1F3FB 200D 2642 FE0F,2
1F64D 1F3FB 200D 2642,2
1F64D 1F3FC 200D 2642 FE0F,2
1F64D 1F3FC 200D 2642,2
1F64D 1F3FD 200D 2642 FE0F,2
1F64D 1F3FD 200D 2642,2
1F64D 1F3FE 200D 2642 FE0F,2
1F64D 1F3FE 200D 2642,2
1F64D 1F3FF 200D 2642 FE0F,2
1F64D 1F3FF 200D 2642,2
1F64D 200D 2640 FE0F,2
1F64D 200D 2640,2
1F64D 1F3FB 200D 2640 FE0F,2
1F64D 1F3FB 200D 2640,2
1F64D 1F3FC 200D 2640 FE0F,2
1F64D 1F3FC 200D 2640,2
1F64D 1F3FD 200D 2640 FE0F,2
1F64D 1F3FD 200D 2640,2
1F64D 1F3FE 200D 2640 FE0F,2
1F64D 1F3FE 200D 2640,2
1F64D 1F3FF 200D 2640 FE0F,2
1F64D 1F3FF 200D 2640,2
1F64E,2
1F64E 1F3FB,2
1F64E 1F3FC,2
1F64E 1F3FD,2
1F64E 1F3FE,2
1F64E 1F3FF,2
1F64E 200D 2642 FE0F,2
1F64E 200D 2642,2
1F64E 1F3FB 200D 2642 FE0F,2
1F64E 1F3FB 200D 2642,2
1F64E 1F3FC 200D 2642 FE0F,2
1F64E 1F3FC 200D 2642,2
1F64E 1F3FD 200D 2642 FE0F,2
1F64E 1F3FD 200D 2642,2
1F64E 1F3FE 200D 2642 FE0F,2
1F64E 1F3FE 200D 2642,2
1F64E 1F3FF 200D 2642 FE0F,2
1F64E 1F3FF 200D 2642,2
1F64E 200D 2640 FE0F,2
1F64E 200D 2640,2
1F64E 1F3FB 200D 2640 FE0F,2
1F64E 1F3FB 200D 2640,2
1F64E 1F3FC 200D 2640 FE0F,2
1F64E 1F3FC 200D 2640,2
1F64E 1F3FD 200D 2640 FE0F,2
1F64E 1F3FD 200D 2640,2
1F64E 1F3FE 200D 2640 FE0F,2
1F64E 1F3FE 200D 2640,2
1F64E 1F3FF 200D 2640 FE0F,2
1F64E 1F3FF 200D 2640,2
1F645,2
1F645 1F3FB,2
1F645 1F3FC,2
1F645 1F3FD,2
1F645 1F3FE,2
1F645 1F3FF,2
1F645 200D 2642 FE0F,2
1F645 200D 2642,2
1F645 1F3FB 200D 2642 FE0F,2
1F645 1F3FB 200D 2642,2
1F645 1F3FC 200D 2642 FE0F,2
1F645 1F3FC 200D 2642,2
1F645 1F3FD 200D 2642 FE0F,2
1F645 1F3FD 200D 2642,2
1F645 1F3FE 200D 2642 FE0F,2
1F646 1F3FB,2
1F646 1F3FC,2
1F646 1F3FD,2
1F646 1F3FE,2
1F646 1F3FF,2
1F646 200D 2642 FE0F,2
1F646 200D 2642,2
1F646 1F3FB 200D 2642 FE0F,2
1F646 1F3FB 200D 2642,2
1F646 1F3FC 200D 2642 FE0F,2
1F646 1F3FC 200D 2642,2
1F646 1F3FD 200D 2642 FE0F,2
1F646 1F3FD 200D 2642,2
1F646 1F3FE 200D 2642 FE0F,2
1F646 1F3FE 200D 2642,2
1F646 1F3FF 200D 2642 FE0F,2
1F646 1F3FF 200D 2642,2
1F646 200D 2640 FE0F,2
1F646 200D 2640,2
1F646 1F3FB 200D 2640 FE0F,2
1F646 1F3FB 200D 2640,2
1F646 1F3FC 200D 2640 FE0F,2
1F646 1F3FC 200D 2640,2
1F646 1F3FD 200D 2640 FE0F,2
1F646 1F3FD 200D 2640,2
1F646 1F3FE 200D 2640 FE0F,2
1F646 1F3FE 200D 2640,2
1F646 1F3FF 200D 2640 FE0F,2
1F646 1F3FF 200D 2640,2
1F481,2
1F481 1F3FB,2
1F481 1F3FC,2
1F481 1F3FD,2
1F481 1F3FE,2
1F481 1F3FF,2
1F481 200D 2642 FE0F,2
1F481 200D 2642,2
1F481 1F3FB 200D 2642 FE0F,2
1F481 1F3FB 200D 2642,2
1F481 1F3FC 200D 2642 FE0F,2
1F481 1F3FC 200D 2642,2
1F481 1F3FD 200D 2642 FE0F,2
1F481 1F3FD 200D 2642,2
1F481 1F3FE 200D 2642 FE0F,2
1F481 1F3FE 200D 2642,2
1F481 1F3FF 200D 2642 FE0F,2
1F481 1F3FF 200D 2642,2
1F481 200D 2640 FE0F,2
1F481 200D 2640,2
1F481 1F3FB 200D 2640 FE0F,2
1F481 1F3FB 200D 2640,2
1F481 1F3FC 200D 2640 FE0F,2
1F481 1F3FC 200D 2640,2
1F481 1F3FD 200D 2640 FE0F,2
1F481 1F3FD 200D 2640,2
1F481 1F3FE 200D 2640 FE0F,2
1F481 1F3FE 200D 2640,2
1F481 1F3FF 200D 2640 FE0F,2
1F481 1F3FF 200D 2640,2
1F64B,2
1F64B 1F3FB,2
1F64B 1F3FC,2
1F64B 1F3FD,2
1F64B 1F3FE,2
1F64B 1F3FF,2
1F64B 200D 2642 FE0F,2
1F64B 200D 2642,2
1F64B 1F3FB 200D 2642 FE0F,2
1F64B 1F3FB 200D 2642,2
1F64B 1F3FC 200D 2642 FE0F,2
1F64B 1F3FC 200D 2642,2
1F64B 1F3FD 200D 2642 FE0F,2
1F64B 1F3FD 200D 2642,2
1F64B 1F3FE 200D 2642 FE0F,2
1F64B 1F3FE 200D 2642,2
1F64B 1F3FF 200D 2642 FE0F,2
1F64B 1F3FF 200D 2642,2
1F64B 200D 2640 FE0F,2
1F64B 200D 2640,2
1F64B 1F3FB 200D 2640 FE0F,2
1F64B 1F3FB 200D 2640,2
1F64B 1F3FC 200D 2640 FE0F,2
1F64B 1F3FC 200D 2640,2
1F64B 1F3FD 200D 2640 FE0F,2
1F64B 1F3FD 200D 2640,2
1F64B 1F3FE 200D 2640 FE0F,2
1F64B 1F3FE 200D 2640,2
1F64B 1F3FF 200D 2640 FE0F,2
1F64B 1F3FF 200D 2640,2
1F9CF,2
1F9CF 1F3FB,2
1F9CF 1F3FC,2
1F9CF 1F3FD,2
1F9CF 1F3FE,2
1F9CF 1F3FF,2
1F9CF 200D 2642 FE0F,2
1F9CF 200D 2642,2
1F9CF 1F3FB 200D 2642 FE0F,2
1F9CF 1F3FB 200D 2642,2
1F9CF 1F3FC 200D 2642 FE0F,2
1F9CF 1F3FC 200D 2642,2
1F9CF 1F3FD 200D 2642 FE0F,2
1F9CF 1F3FD 200D 2642,2
1F9CF 1F3FE 200D 2642 FE0F,2
1F9CF 1F3FE 200D 2642,2
1F9CF 1F3FF 200D 2642 FE0F,2
1F9CF 1F3FF 200D 2642,2
1F9CF 200D 2640 FE0F,2
1F9CF 200D 2640,2
1F9CF 1F3FB 200D 2640 FE0F,2
1F9CF 1F3FB 200D 2640,2
1F9CF 1F3FC 200D 2640 FE0F,2
1F9CF 1F3FC 200D 2640,2
1F9CF 1F3FD 200D 2640 FE0F,2
1F9CF 1F3FD 200D 2640,2
1F9CF 1F3FE 200D 2640 FE0F,2
1F9CF 1F3FE 200D 2640,2
1F9CF 1F3FF 200D 2640 FE0F,2
1F9CF 1F3FF 200D 2640,2
1F647,2
1F647 1F3FB,2
1F647 1F3FC,2
1F647 1F3FD,2
1F647 1F3FE,2
1F647 1F3FF,2
1F647 200D 2642 FE0F,2
1F647 200D 2642,2
1F647 1F3FB 200D 2642 FE0F,2
1F647 1F3FB 200D 2642,2
1F647 1F3FC 200D 2642 FE0F,2
1F647 1F3FC 200D 2642,2
1F647 1F3FD 200D 2642 FE0F,2
1F647 1F3FD 200D 2642,2
1F647 1F3FE 200D 2642 FE0F,2
1F647 1F3FE 200D 2642,2
1F647 1F3FF 200D 2642 FE0F,2
1F647 1F3FF 200D 2642,2
1F647 200D 2640 FE0F,2
1F647 200D 2640,2
1F647 1F3FB 200D 2640 FE0F,2
1F647 1F3FB 200D 2640,2
1F647 1F3FC 200D 2640 FE0F,2
1F647 1F3FC 200D 2640,2
1F647 1F3FD 200D 2640 FE0F,2
1F647 1F3FD 200D 2640,2
1F647 1F3FE 200D 2640 FE0F,2
1F647 1F3FE 200D 2640,2
1F647 1F3FF 200D 2640 FE0F,2
1F647 1F3FF 200D 2640,2
1F926,2
1F926 1F3FB,2
1F926 1F3FC,2
1F926 1F3FD,2
1F926 1F3FE,2
1F926 1F3FF,2
1F926 200D 2642 FE0F,2
1F926 200D 2642,2
1F926 1F3FB 200D 2642 FE0F,2
1F926 1F3FB 200D 2642,2
1F926 1F3FC 200D 2642 FE0F,2
1F926 1F3FC 200D 2642,2
1F926 1F3FD 200D 2642 FE0F,2
1F926 1F3FD 200D 2642,2
1F926 1F3FE 200D 2642 FE0F,2
1F926 1F3FE 200D 2642,2
1F926 1F3FF 200D 2642 FE0F,2
1F926 1F3FF 200D 2642,2
1F926 200D 2640 FE0F,2
1F926 200D 2640,2
1F926 1F3FB 200D 2640 FE0F,2
1F926 1F3FB 200D 2640,2
1F926 1F3FC 200D 2640 FE0F,2
1F926 1F3FC 200D 2640,2
1F926 1F3FD 200D 2640 FE0F,2
1F926 1F3FD 200D 2640,2
1F926 1F3FE 200D 2640 FE0F,2
1F926 1F3FE 200D 2640,2
1F926 1F3FF 200D 2640 FE0F,2
1F926 1F3FF 200D 2640,2
1F937,2
1F937 1F3FB,2
1F937 1F3FC,2
1F937 1F3FD,2
1F937 1F3FE,2
1F937 1F3FF,2
1F937 200D 2642 FE0F,2
1F937 200D 2642,2
1F937 1F3FB 200D 2642 FE0F,2
1F937 1F3FB 200D 2642,2
1F937 1F3FC 200D 2642 FE0F,2
1F937 1F3FC 200D 2642,2
1F937 1F3FD 200D 2642 FE0F,2
1F937 1F3FD 200D 2642,2
1F937 1F3FE 200D 2642 FE0F,2
1F937 1F3FE 200D 2642,2
1F937 1F3FF 200D 2642 FE0F,2
1F937 1F3FF 200D 2642,2
1F937 200D 2640 FE0F,2
1F937 200D 2640,2
1F937 1F3FB 200D 2640 FE0F,2
1F937 1F3FB 200D 2640,2
1F937 1F3FC 200D 2640 FE0F,2
1F937 1F3FC 200D 2640,2
1F937 1F3FD 200D 2640 FE0F,2
1F937 1F3FD 200D 2640,2
1F937 1F3FE 200D 2640 FE0F,2
1F937 1F3FE 200D 2640,2
1F937 1F3FF 200D 2640 FE0F,2
1F937 1F3FF 200D 2640,2
1F9D1 200D 2695 FE0F,2
1F9D1 200D 2695,2
1F9D1 1F3FB 200D 2695 FE0F,2
1F9D1 1F3FB 200D 2695,2
1F9D1 1F3FC 200D 2695 FE0F,2
1F9D1 1F3FC 200D 2695,2
1F9D1 1F3FD 200D 2695 FE0F,2
1F9D1 1F3FD 200D 2695,2
1F9D1 1F3FE 200D 2695 FE0F,2
1F9D1 1F3FE 200D 2695,2
1F9D1 1F3FF 200D 2695 FE0F,2
1F9D1 1F3FF 200D 2695,2
1F468 200D 2695 FE0F,2
1F468 200D 2695,2
1F468 1F3FB 200D 2695 FE0F,2
1F468 1F3FB 200D 2695,2
1F468 1F3FC 200D 2695 FE0F,2
1F468 1F3FC 200D 2695,2
1F468 1F3FD 200D 2695 FE0F,2
1F468 1F3FD 200D 2695,2
1F468 1F3FE 200D 2695 FE0F,2
1F468 1F3FE 200D 2695,2
1F468 1F3FF 200D 2695 FE0F,2
1F468 1F3FF 200D 2695,2
1F469 200D 2695 FE0F,2
1F469 200D 2695,2
1F469 1F3FB 200D 2695 FE0F,2
1F469 1F3FB 200D 2695,2
1F469 1F3FC 200D 2695 FE0F,2
1F469 1F3FC 200D 2695,2
1F469 1F3FD 200D 2695 FE0F,2
1F469 1F3FD 200D 2695,2
1F469 1F3FE 200D 2695 FE0F,2
1F469 1F3FE 200D 2695,2
1F469 1F3FF 200D 2695 FE0F,2
1F469 1F3FF 200D 2695,2
1F9D1 200D 1F393,2
1F9D1 1F3FB 200D 1F393,2
1F9D1 1F3FC 200D 1F393,2
1F9D1 1F3FD 200D 1F393,2
1F9D1 1F3FE 200D 1F393,2
1F9D1 1F3FF 200D 1F393,2
1F468 200D 1F393,2
1F468 1F3FB 200D 1F393,2
1F468 1F3FC 200D 1F393,2
1F468 1F3FD 200D 1F393,2
1F468 1F3FE 200D 1F393,2
1F468 1F3FF 200D 1F393,2
1F469 200D 1F393,2
1F469 1F3FB 200D 1F393,2
1F469 1F3FC 200D 1F393,2
1F469 1F3FD 200D 1F393,2
1F469 1F3FE 200D 1F393,2
1F469 1F3FF 200D 1F393,2
1F9D1 200D 1F3EB,2
1F9D1 1F3FB 200D 1F3EB,2
1F9D1 1F3FC 200D 1F3EB,2
1F9D1 1F3FD 200D 1F3EB,2
1F9D1 1F3FE 200D 1F3EB,2
1F9D1 1F3FF 200D 1F3EB,2
1F468 200D 1F3EB,2
1F468 1F3FB 200D 1F3EB,2
1F468 1F3FC 200D 1F3EB,2
1F468 1F3FD 200D 1F3EB,2
1F468 1F3FE 200D 1F3EB,2
1F468 1F3FF 200D 1F3EB,2
1F469 200D 1F3EB,2
1F469 1F3FB 200D 1F3EB,2
1F469 1F3FC 200D 1F3EB,2
1F469 1F3FD 200D 1F3EB,2
1F469 1F3FE 200D 1F3EB,2
1F469 1F3FF 200D 1F3EB,2
1F9D1 200D 2696 FE0F,2
1F9D1 200D 2696,2
1F9D1 1F3FB 200D 2696 FE0F,2
1F9D1 1F3FB 200D 2696,2
1F9D1 1F3FC 200D 2696 FE0F,2
1F9D1 1F3FC 200D 2696,2
1F9D1 1F3FD 200D 2696 FE0F,2
1F9D1 1F3FD 200D 2696,2
1F9D1 1F3FE 200D 2696 FE0F,2
1F9D1 1F3FE 200D 2696,2
1F9D1 1F3FF 200D 2696 FE0F,2
1F9D1 1F3FF 200D 2696,2
1F468 200D 2696 FE0F,2
1F468 200D 2696,2
1F468 1F3FB 200D 2696 FE0F,2
1F468 1F3FB 200D 2696,2
1F468 1F3FC 200D 2696 FE0F,2
1F468 1F3FC 200D 2696,2
1F468 1F3FD 200D 2696 FE0F,2
1F468 1F3FD 200D 2696,2
1F468 1F3FE 200D 2696 FE0F,2
1F468 1F3FE 200D 2696,2
1F468 1F3FF 200D 2696 FE0F,2
1F468 1F3FF 200D 2696,2
1F469 200D 2696 FE0F,2
1F469 200D 2696,2
1F469 1F3FB 200D 2696 FE0F,2
1F469 1F3FB 200D 2696,2
1F469 1F3FC 200D 2696 FE0F,2
1F469 1F3FC 200D 2696,2
1F469 1F3FD 200D 2696 FE0F,2
1F469 1F3FD 200D 2696,2
1F469 1F3FE 200D 2696 FE0F,2
1F469 1F3FE 200D 2696,2
1F469 1F3FF 200D 2696 FE0F,2
1F469 1F3FF 200D 2696,2
1F9D1 200D 1F33E,2
1F9D1 1F3FB 200D 1F33E,2
1F9D1 1F3FC 200D 1F33E,2
1F9D1 1F3FD 200D 1F33E,2
1F9D1 1F3FE 200D 1F33E,2
1F9D1 1F3FF 200D 1F33E,2
1F468 200D 1F33E,2
1F468 1F3FB 200D 1F33E,2
1F468 1F3FC 200D 1F33E,2
1F468 1F3FD 200D 1F33E,2
1F468 1F3FE 200D 1F33E,2
1F468 1F3FF 200D 1F33E,2
1F469 200D 1F33E,2
1F469 1F3FB 200D 1F33E,2
1F469 1F3FC 200D 1F33E,2
1F469 1F3FD 200D 1F33E,2
1F469 1F3FE 200D 1F33E,2
