text,label
2014 bura raha aur inshallah 2015 b bura rahay ga imran khan kay liya,0
300 se zidha bike 10 cars 100 school adopt har village k wadere ko 15 lac . mir sab shaft karin dalali nai . allah ne new life di,0
3rd class darama junaid nay apni ayashi karnay kay bad realize kia kay wo us say muhabat nahe karta aur ayesha b waisi hi nikli kay us kay janay ka wait karti rahi .,0
4 5 month drama deikho time nikaal k dilchaspi sy sari episode deikhi or ghatia end kia is dramy ka writer pagal ho gya tha end py jo end fazool kia﻿,0
4 dn pehly kuch lifafio ko kehty suna tha 2 nov ko imran khan ki siasat khatm ho jayegi kia hua un lifafio ka aj,0
"5 din pehle 1 dost ko dilwaya hai ye set , is ka display bohat hi ghatya hai ",0
5 . 7 inch py 3300mah battery dey ra hai samsung bohat disappointed ,0
6 dafa dekh li ye bakwas movie ... tumhen aur koi kaam nahi hai ?,0
@ altafbe @ notbasit devil 😣😣😣 karachi bi kismat ka maraa .. ye marta bi nae 😂😂😂,0
@ imrankhanpti apki hakumat ko chuhun nay nakam kardia hay . ap kia kahein gain ?,0
@ lahorezindabad .... aur tum kiyun itna jealous ho rahi ho budhi aoraton ki tarah jin ko koi poochhta bhi nahin hai . wesay tum mujhay aik budhi aorat hi lagti ho,0
@ lahorezindabad .... main tum jealous budhi aoraton ka sada hua dimagh nahin khaati ... tum jaa ker bhoosa khao ... tujhay main nay apnay bhari haat ka aik chamaat laga diya to cheeekh maaray baghair hi mer jaaegi foran .,0
a . a mere pyare mulk kay nojawano hakomat ne sms pay tax lega ker hamare garm khoon ko pukara hain zindgi main aik hi rasta tha hum apne chahne walo say sms kay zeria baat cheet ker sakte the or wo be zardari sahab nay humarey gale gont die . pls pakistan ke awam ko kehta ho dil khool ker muzamat kere hakomat ki ais ahmkana ghalti pay ta kay wo sms per tax lega ker hami maaaaaaaar na dalin,0
a . alaikum is mai in players ki tu ghalti hai or juari manager yawar saeed ka zyada hath is kam mai sab se pehle yawar saeed ko sazza milni chahiye or agr sabit hojaye tu in players ko bhi sakht se sakht saza milni chahiye tak ke or koi players is fixing k bare mai soche bhi tu is in players ko di hue saza yad kare . hamari web ka bhut bhut thanks jo is ap action liya .,0
shaid new genration apne dil kay hatho majboor ho kay ghalat kaam na ker lay . pls voot kere or hakomat ko yeh kaam kerne say roke .,0
"a6a to ye cell phone wala scene aap k 7 b hota ha ?... mjy laga k mein hi aesa karta hun ... and wakaee aaj to news channel hi lgana chaye tha bcz aamir liaqat ka so - called zameer jaag gya ... kal se bakwas kar raha tha ... 1 raat rangers k 7 guzari to hosh aa gya ... rangers ne kaha , ' zara yaad kar ' aamir liaqat tu kya kar raha hapakistan zindabad",0
"a6a ... ub samaj aai k nauman ijaz women clothing per lecture qn dy rahy thy .... article open krny se pehly yaqeen tha mjy k mawra zaroor ho gi is mein , 2nd hand meera ha wo b ... qb to tom boy hay so she looks ok ... aur truck art asim ki jacket se b zyada khoubsurat hota ha ... btw aap ne zardy ki plate maya ali ko miss kar diyawonderful article , thank you very much zahra and fatima",0
aap to mulk mn tbdeeli lana chahty thy kia ye tbdeeli hy k aik katil aor hero mn frq nhi kr skty,0
afridi ... ab too patli gali se nikal le ... apni shakal nahen dekhana ... media ko,0
amir liaqt shayd bhool raha hai k junaid jamshaid ne muafi mangi hai .. or us ka hisaab allah krne wala muafi dainy wala wo .. ye qun apni zubn gndi kr raha or gali etc it ' s not good,0
aoa ! facebook ko band hona chahya kyounka ye sab ko khusasan musalmano ko gumrah ker rahi ha,0
aoa . mera ye manna hai k gharyan aage karne ka faisla bilkul ghalat hai kyon k pakistan main har waqt koi na koi musibat aae rehti hai kabhi doubble sawari pe pabandi aur kabhi kuch is lye mera manna hai k bilkul ghalat hai,0
aoa ... ham sb muslmano k lie yh 1 almie se kam ni k kafar log jb chae hm muslno k0 use kr skte he kia hamri apni koi soch ni kia ... exmple ab ap saudi arabia ko dekhe itni bri muslman country hone k bawjood is ke hukmran amrici hukmrano k talwe chatte he me to kehta ho dunia me koi mulk sulute k kabal he to wh iran he yh woi log he jin k andr imani taqat majoood he,0
as salam o alaikum !! facebook ka koi faida mujhay tu aaj tak nazar nai aaya ... haan time zaya krna hai tu ye aap k liye tb behtareen sabit ho gi .. bas pix dekh lo . vdoz share kr lo ... commnts diye ` liye .. kuch kam ka nai hai ... ooper se fzool kisam k game nd qz .. jin mei aap aik bar involve ho jain tu indian soaps ki trha wo ap ki jan kbi nai chorte ... bas addiction hi hoti hai,0
asalaamualikum yeah 9th aur 10th kay papers seperate hi honay chahiye q kay hum 9 ki parhai cover nahi kar sakty k 10 ki parhai sar par aa jati hai aur humain to maths ki books hi nahi mil rahi thin shops par jao to kehty thay k abhi nahi aai baad main aana wat is this ? 2 din bad jao ya 4 din baad aik hi jawab milta tha tiyari sahi tarha nahi ho pati thi so 9th n 10th kay papers saath nahi honay chahiye,0
"asalam o alikum , hamari awam is ki khud zimaydar hain phir leaders tuo doo hath agay hi hongay na awam say",0
assalam - o - alikum pakistan ki nahi load shading ki problem khatam nahi hui balkey aur zyada barh gayi hai ab toh 3 baje light jati hai aur 6 baje ati hai ups ney bhi kaam krna chordiya hai,0
aye israeel hum tum say koi tabsara nahi kartay han bus itna batatay hain k hum wo musalman hain jo agar chahay to behtay samandron main ghhoray dura datay hian ... hut ja hamaray rastay say werna khaak ho jay ga agarchay is waqt halat bohat kharab hain,0
aaayat ul kursi :-) lo g parh ly ab voters ko bta dein k mera intehabi neshan 1 he mere baad kisi ne parhy tu wo cheating hogy,0
aab yeah makhancho saheeh aur ghalat ka faisla karay ga,0
"aaj 27th june ka show kiya telecast nahi hua aaj ? kisi aur webite per bhi upload nahi hua abhi tak, lazmi bohat bura ho ga ",0
aaj ki episode soooo boring aray bhi nxt 5 episodes baad b samjhota hi krna aur dono wives nay aik sth i rehna jee director sb ye kaam jaldi kyun nahi hoskta uff kahay ka rona dhona hai bilawja hi lolz,0
aajkal writers ne aagy young writers rakhy hoty hain aur uny 1000 rupey per episode dy kar episodes likhwaty hain ... imran ne b yehi kiya hoga ... baqi mein to start se hi is drama ko kuch pasand ni kiya ... 9pm slot k dramas end par bkwas hojaty hain aur drag buht hoty hain ... another bkwas drama added to 9pm slot ... thanks for the review,0
"aalia best thi us k sath laila ne politics ki hai pani bharny k round main pehley bhej k ,, or qandeel ko wapas show main bulaya parchi hai paisey de k show main wapas aai hai ,, ab aalia k bad aleena ko win karna chahye laila ya qandeel ne win kia tou yeh fix show hoga ,, ",0
aam si kahani hai sotaili maan kay zulm - o - sitam say bherpoor . maria wasti ( husna ) ka munhh to kaala kerdetay . kaheen say bhi kallo nahin lag rahi . pata nahin faizan khawaja ( khalid ) ko sirf 0ative roles hi kyun miltay hain . ghazala butt ( shakeela ) bohot dinon baad nazar aayen . bhunariya iss dramay main totli ban gaye hai .. bury lag rahi hai . :),0
"aam si kahani hai , sazishishi chalak bhabi naheed ( jana malik ) aur mazloom nand shumail ki . cast achi hai lekin heroin shumail kay role main koi achi actress hoti to zayada behter hota . maza nahin aya . ",0
"aamir kay paas achanak 80 , 000 rupay kahan se agaye fx kharidnay kay liye…pichlay episode tak to anguthiyan aur zevar bech ker guzara ho raha tha .. aamir ki tankhua bhi sirf 18000 rupay hai .. koi udhaar bhi nahin de raha .. aur itni jaldi saving bhi nahin hosakti kyun kay dono sirf 2 mahinno se alag reh rahy hain . :) end main aamir kaa rania ko jhaar pilana aur ghussa kerna bara achha laga…hahaha",0
"aamir ko mahinay ka sara kharcha apnay haath main le lena chahiye aur saari shopping khud kerni chahiye kiyun kay bewaqoof rania ki fuzool kharchian to khatam hi nahin hongi . aamir kuchh jaib karch de diya karay rania ko , iss tarah say sara budget control main rahay gaa . jab sirf 2 log reh rahay hain aik chhotay say gher main to kaam wali maasi ki kiya zaroorat hai . maasi ko nikaal den to kuchh aur bachat hogi . :) ",0
aao begherat nooray patwario aa ker dekho tumharey lahore mein tumharey corrupt aur ghaleez gunjoooon kay daffan ki tayari yeh lahore tumharey gunnnnjoooon ka baap ka nahi pakistanio ka hey go nawaz go go nawaz go go nawaz go dafaa door ho,0
aao sub iss kuuunjar lohar shaitan ko kankariyaan maarnay kay liey mein apnay bohat sarey dosttoon aur families kay sath aa raha hoon innshaallah iss khabees chor nawaz guuuunjay shaitan khabees say mulk ko azad kerwanay kay liey 2 guuunjay 2 shaitan loot kay kha gaey pakistan inn ko bhejna hey qabrastan go nawaz go go kuuunjar lohar go,0
aap bas meri dp dekhen aur meray comments perhnay ki zehmat naa karen .... bari meherbani hogi .... thanks !,0
aap itni nazuk mizaaj hain yaqeen nahi aata . wawa kya baat hy nazar kaam karna chorh gaya tha kya ? chalo is bahany taste tu . chak liya .,0
aap jaisey shafat mein hon to yahi ho ga . khudara north ko zalzalon sey bachayain . lifafafey thukra kay,0
"aapa bi chalako maasi ,, bi jamalo ,, sir sehla k bheja khaney wali ,, ",0
"aaraiz aur eshaal ki talaq kay baad , ab kahani boring hogayee hai !!!! ",0
aarib kay nakhray hi khatam nahin horahay ... pehlay to mara jaa raha tha ahmareen kay ishq main .. ab jab uss kay gher walay keh rahay hain ahmareen se shaadi ko to bongiyan maar raha hai ... ullo kahin kaa !!!!,0
"aarzoo bhi wohi ghalatiyan ker rahi hai ko kiran kerti thi… .. pehlay to aarzoo mari jaa rahi thi sikander kay ishq main ab wo sikander kay chotay chotay kaam bhi nahin kersati… . jab sikander ussay shirt dhoonaday ko keh raha tha to uss ne kyun shirt dhoondnay main madad nahin ki sikander ki .. uss kay liye apni saheli say phone per baat kerna zyada important hai aur shoher ki koi perwah nahin hai usay…ooper say shoher ki shikayat kernay foran saas kay paas chali gaye , bajaye iss kay issues ko khud solve kerti husband say discuss karay . ",0
aasiya ne wali se shaadi kerl kay bohot kiya hai . ab ghulam fareed aur wali ka taakra ho gaa aur yaqeenan ghulam fareed maara jega !!!,0
aasmaano pe likha ki tarah ye drama bhi full of depression hai . forward ker kay dekhna para ronay dhonay walay boring secens ko .,0
aazar to bohot hi zyada bewaqoof hai !,0
ab jang ke maalik se bhi asteefa maang ke dikha na .. :,0
ab agar rkhusaar ne kiran ko aik chamaat laga diya to phir kiran kaa kiya banay gaa itnay bhaari bherkam haath ka chamaat kha ker .... izzat kay baray main to sochnay kaa moqa hi nahin milay gaa kiran ko wo pehlay hi behosh ho chuki hogi ... hahahah,0
ab is ko edit karna buhat mushkil hy ..,0
abb khusrain aur khusray army ke khilaaf bhonknay aur apnay mushtarka asset nooray butt and company ko bachanay ki naakaam koshish parr nikkal aa a hain,0
abbay khassi chuu tiyaa its not australia its austria tu sahi tarha patwari pan nahi dekha raha teri salary ruk sakti hai originally 2ted by farooq22 australia mein kabhi usa viceroy ki hukmut martial law sy nahi bani na koi zakat chori sy siasat dan bana baki rahi aftab iqbal ki auqat ppp nasli ppp sy h is ka khud lafafa ky lie pasha party mein a gia sher ki abhi jaan li ja sakti h resign nahi mind this,0
"abhi 12th january 2014 ko to iss dramay kaa last episode # 281 aya tha phir itni jaldi sirf 6 weeks kay baad season 2 start kernay ki kiya zaroorat thi . aadhi se zyada cast pehlay hi chor ker jaa chuki thi shroo kay 20 , 25 episodes kay baad . baqi bachay khuchay actors bhi kam hoagaye hain ab . laddan ko dubai bhej ker ghaib kerdiya . pinki & chambeli ko maar diya . shakira ko india bhej ker ghaib kerdiya . jannat ki talaq kay baad kam ko bhi bhaga diya . season 2 main iss dramay ko soap bana ker dikaya jaa raha hai lekin pehlay teeno episodes bilkul hi boring hain . soap banany ki bhi koi tuk nahin thi . wesay bhi script naam ki koi cheez nahin hai . bholay ki new heroin bohot thaki hui hai . jannat sahiba pehlay to maree jaa rahi theen bholay kay ishq main lekin ab kam se talaq lenay kay baad jannat ki bholay kay liye mohabbat achanak hi kaheen ghaib hogye hai . teeno boring episodes ko forward kerkay 15 mainutes main dekha hai . lagta hai kay aik din achanak saud & javeria ko khayal aya kay iss ka season 2 shroo kertay hain , usi din saaray bachay kuchay actors ko lekar , baghair kisi script kay recording shroo kerdi aur 3 episodes bana liye . script - less drama , nothing new , nothing exciting .... very boring !!!!!!! ",0
"abhi kuchh hi der pehlay dekhi hai ye bohot hi boring aur bakwas movie . 3rd class script hai . songs bhi bekaar hain . kahani ka ser hai naa pair . ranveer hero hai aur ali zafar ko hasb e mamool dobara supporting character ka role mila hai . ali zafar ka getup bhi bohot bura hai , halankay ranveer aur givinda bhi ghunday hi banay hain magar unn ka huliya itna bura nahin hai . givinda ko bhi zaya kiya gaya hai aik bekaar role de ker . ",0
absolutely ri8 ... mishal py ilzam lagy ga b to kya hoga ... saba ne khud jani se number liya tha aur ha hi wo jhooti,0
accha hua kay ye bakwas drama bhi khatam hua .,0
"acha khasa interview chal raha tha danish aur aiza kaa , beech main fuzool aur boring comedy daal ker kharab kerdiya show ko . ",0
acha kya baqwas hai ye kay jahan bhabi taniyaa ati hai ya uska zikr to ali zrur dikh jata ya zikr uska hojata ghalat fehmiyaan to bharrni hi hain,0
adaab ! ye baat hamaray liay bohut afsos naak hai k hamari aj kl ki young generation education ki taraf bilkul hi tawajoh nahi de rahi is ki aik bari waja boht se channels yani cabel hai . kyoo k aj kal k nojawan sara din different channels pe films daikhtay hain jis ki waja se wo apni education pe concentrate nahi karte . hala keh is waqt pakistan main tamaam resouces available hain jin ki help se education level ko improve kia ja raha hai .,0
adnan sami na bht bura kiya,0
afsos hamary awam curreption scandels ko yaad nahi rakhty .... 28 june 2008 ko raja pervaiz ashraf ne qoumi assembli main farmaaya tha ke last 10 months main 378 arb rupees ke line loses huy or 19 arb rupees ki bijli chori pakri gai . aaj kal imf se qarzon pe qarzy hasil karny ke liey muzakraak pe muzakraat ho rahy hain jo sirf hukmraano ki ayaashion main hi kharch ho jaata hay . baar baar bijli ki qeemton main izafa karny waaly hukmraanon or un ki back karny waali assembli main agar itna dum hay to pehly line loses ko roky ..... !!,0
afzal jooay main ab tak hazaron rupay jeet chuka hai lekin aik motorcylce bhi nahin khareed saka…sarkon ( roads ) per pedal ghoom ker jutiyan chatkhata phirta hai .,0
agar khan sab 2014 wali ghalti na duhraye tu acha warna . ..,0
aggar noora butt kisi halali maa baap kaa halali khoon hai to phirr challenge hai keh kpk mai hakoomat khatam kardo pti ki abb to core commander bhi tumhara apna butt hai aur doosri important 2t parr buttni frarri kaa rishta daar aur main banda dar amadd shuda abb kisi halai ki aulad ho to khatam kro takeh tumhain aur tumharay saviors ko unki auqat dikhaingaay come on baby,0
agr kisi qoum ko tbah krna chahtay hu to uss k education system ko tbah kr diya jayay yehi hmaray sath bhi hec ko dissolve kr k kiya ja rha hai yeh sub 1 sochi smjhi sazish k tehat ho rhay hai .,0
ahmed butt apni begum humera arshad ki shirt pehen ker agaya hai . :) bohot zyada fake dramon ne iss show ko boring bana diya hai .,0
"ahsan khan kaa koi aik bhi drama hit nahin hai pichhlay 2 yaa 3 saalon se . aik kay baad aik flop drama aya hai ahsan kaa . "" mujhe khuda pe yaqeen hai "" se le ker "" zidd "" tak sub ke sub dramon ki phusphusi , senseless , & amp ; boring kahani thi . aam tor per naa to flop dramon ko appreciate kiya jata hai aur naa hi flop dramon main kisi ki acting ko pasand kiya jata hai . ",0
ahtasham bhai baz uqaat halaat esy ho jaty hain k na chahte howe b boht kuch apni marzi k begar krna par jata hai . aur mera khayal hai k mohabbat kbi nhi marti aur na hi km hoti hai balke humesha k liye yaad bn jati hai .,0
aik aur bekaar boring episode . kahani aik hi jaga per atki hui hai bohot se episodes guzanrany kay baad bhi .,0
"aik to fuzool gana , ooper se ajeeb o ghareeb huliya . uff kitna ugly lag raha hai ye aadmi “angel” bun ker . jinn logon ko iss tarah kay songs & amp ; videos pasand atay hain wo sub pagal hain ! ",0
aik to mujhay ye baat samajh main nahin aati kay ye dramasonline walay her doosray din apni wabsite ka design / layout kyun change kerdetay hain ? dramasonline ki ye new looks bilkul bhi achi nahin lag rahi hain . ajeeb veerani si chhaee hui hai !!!!!!!!!!!,0
aitezaz ahsan ne zardari ko paigham diya hai keh nawaz shareef se door rahein kiunkeh issi mein ppp ki bhalaai hai magar zardari ka iss mashware per kaan dhrna mushkil hai kiunkeh zarari ko ppp ki parwah nahein woh waqti mufaad ke liye mufahamat ki policy pasand karta hai aur yahi iss waqt nawaz shareef ki zaroorat hai,0
ajeeb boring saa .. soya soya bekaar drama hai ..... main to so gayee iss dramay ko dekhtay dekhtay . :),0
aleem uddin bilkul bander lag raha hai iss bekaar wig ko apnay ser per rakh ker . :),0
"alishba ne apni wohee kameeni herkaten shroo kerdein , jo wo her dramay mein kerti hai . ",0
allah swt harr uss insaan ke gharr harr fard ko cancer mai mubtla kraay jo ghatia aur zaleel trren insaan uss parr jhootay ilzaam lagaa rahain ameen summ ameen harr banda 2 naffil parr karr badd dua krain,0
allah kee laanaat ho is shaitaan parghaib ka ilm sirf allah kay paas hay kia samia aur kia in jaisay shaitaano kee peshaingoianlaanaat in par,0
"khas tor pay geo walon say to allah ki panah, ghadar hain",0
ameen . jooth ka sath chor do inshaallah hidyt pao gy . smj tu gy ho gy,0
amirca k misal ajj kal k zamany ma ik bawly kothy jese ha jo hatarnak to ha magar iske umar itne nahe hoge aur rusia jese tukry tukry hony wale ha .,0
"amlpki dil bolan ke liye ye khayal acha , afsoos 2018 tak hamain mumbling @ shkhrasheed @ lalhaweli @ arifalvi ko bardasht kerna ho ga",0
amrican aid se pakistani awam ko koi faida nahi hoga balkey hukmarano ko faida hoga .,0
"an average time pass drama tha , waqt zaya kya . ",0
"angbeen bari hi ulloo hai , uss ka purana aashiq farooq ussay lift to karata nahin hai phir bhi uss kay peechay pari hui hai , shaadi - shuda honay kay bawajood…iss tarah ki harketain jaari rakhay gi to bohot jald apnay shoher say haath dho bethay gi aur talaq le ker gher ajaaye gi bewaqoof roti - surat larki angbeen ( sohai ali abro ). her baat per rona bhi zaroor hai ulloo ko , pata nahin aur kitna roey gi . ",0
angoothi he nahein is ko kahein se eh horn b lagwa lena chahyeh bajata rahey cheex cheex k paga hau raha ha,0
"anhann sun set aur food etc ki jo pics hyn wo bohat zabardstt aayi hyn :- bd u ki pic me khud ki bachpan laga k kia saabit karna chah rahen hyn uncle ? :p kuych bhi karlen , uncle uncle hi hota hy : joy =)), bury lag rahy hain, hatan dy isy.",0
anti mairi english ki kiya kub nikali hui hye,0
aoa sadar sahab ki ye baat sun kr bahat khushi mahsoos hoi keh un ko itni information hay kah computer ka aik prossaccer itni heat chorta hay k mahool kharab ho raha hay is liy new compter use kernay chahiy in ki is baaat sy mujy aik lateefa yaad aa gaya aik bar british queen india ky dory per the india ki bhook daikh ker unho ny pocha k loog itny bhooky kio hain to un ko batay gaya kah in ky paas khany ko roti nae hay to us ny kaha to ya bread kha lia kerain ager roti nae hay to,0
aor jo root install krna chate hain wo na le . is me root sheld lagi huwi hai root nhi hoga,0
ap ne sirf codes diye sath mein ye nahi bataya k procedure kia hai ? puri baat to kya karo.,0
apka cm 25 million k biscuits kha gya hai uska credit b ly lein,0
"apne bazu pe lerti hay apni jang her peerhinaam se bazurgon ke azmaten nhi miltin, kuch sabak seekho",0
"app kia samjhay thay k yeh hamari bygerat hakumat aur bekao adalat kisi ko insaf dain gi ? aj sai kuch saal pehlay ek amircan safeer nay kaha tha k "" pakistani paisay k lei apni maa ko bech saktay hain "" is faislay sai sabit howa k us ki baat sach thi . ab bhi waqat hai meray hum watnoun bahar nikloo . warna hamari nation ka nam tak na ho ga dastanoo mai . ",0
apple 5s k stock may changes ker k yai model nikaal raha hai or awaam ko bewakoof bana raha hai,0
appne tu simple photoshop ke baare main dkhaya hai ye tu koi kamal nahi hai zara kuch aur tu karen ye tu bachon ka kaam hai anyways keep it up ... good job,0
are bhai kya absurd wo ma hon ? kabhi koi hasina nahin dekhi kya ?,0
arshad bhai sind may tu aapku hur kaarwai sahi lag rahi thi ab kiya huwa,0
"arzoo ki daal to galni nahi hai , chaahay kuch bhi kerlay . ",0
her cheez ka 2itive aur 0ative points hotay hain . lekin time zaror change hona chahye . ye jo program aj kal aa rahe hen bachon k liye bht nuksan de hen,0
"asad bara hi ghatiya nikla bilkul apni mother jesa . aik baat per jiss main iraj kaa koi qusoor nahin tha , uss ko talaq de di . asad ki itni saari mohabbat & ishq jo wo iraj se kerta tha wo achanak khatam kesay hogaye . ",0
asalam to all jaise halath waise he humukran akhir ye hukumran aye kaisay app ke vote aur support se ye sab chor dako zani aur mala mal hay aur american cia k liye in ke bap aur dada kam kerthay thay so pehchan lo inko wogar na bohoth deer hojayengee,0
asel ye ghalat number ha . tum hi aysi harkat ker sakty ho,0
aslaam . 0 . alikum jee aisa bilkul nahi hona chaiiya hamari hukumat ka bas chalay to wo insan k sans lanay par bhi panbandi laga dain allah karay koi zardari ko sabaq sikha dy ameen,0
aslam - o - alaikum ye pakistan ko badnaam kerny waly baat aur harkat ha,0
"assalam alaikum ... main aik dafa maghrib ke time pe sindhi muslim society ke chowk se shara e faisal ki taraf walk karte hoye ja raha tha .. k do bande aaye , aik bike pe betha raha aor doosre ne gun point pe mujh se mobile bhi chheena aor wallet bhi le liya aor apni gun ke butt se mere sar pe zakham karke lines area ki taraf bhaag gaye ... jab main sar ki chot pe stitches lagwane waheen pe mehran clinic gaya to wahan ke doctor ne kaha k yahan pe aajkal ye roz ka waqia he .. ittefaq se thore hee fasle pe police bhi kharee thee ,,, jis me mera aik janne wala police wala bhi tha ... jis ne bataya k in logo ke peechche political log hain .. hum log kuch nahi karsakte ... .. ab sab samajh sakte hain k ye political log kon hain .. ittefaq se mujhe naam bhi maaloom chala jo k yaqeenan karachi ke aik bari siaasi party ka unit incharge he .... main ne fir to katwayee per sirf khana poori k liye .. kyon k ..................................... aagaye aap khud samajhdaar hain",0
assalam - u - alekum !! face book ka istimal bikul ghalt hai khas kr k nojawan nasl k lye .....!!!!,0
"assalam - u - alaikum , jaisa ke dekhne mein aa raha hai hamare pakistan ke halaat bohat kharab ho chuke hain . aur awam bhi har tarha se parayshan hai . is ki bohat wajuhaat hain . mehangai bohat zyada hai incom kam hai , load sheding ka problem hai . logon ko raaste par loota ja raha hai . kisi ko kisi ka khayal nahi raha . yeh sab hamari hukumat ki wajah se ho raha hai . har cheez itni mehangi ho gai hai ke log parayshan hain aur logon ko tang kiya ja raha hai . awam naraz aur gusse mein nahi rahay gi to kya karay gi . koi bhi shakhs is hukumat ki tareef nahi karta ho ga . sabko parayshaniyan hain . ",0
assalam . o . alikum pehli bat tu yeh hai k jo hamare mulk ka sadar banke bethay howa ha woh uska layek nahi hain . unha ata ha tu sirf yahi k paisay kahan laye jyein america se bheek kaisa mangi jaye . aur hoi bat hamare hukumat ki tu mashallah se jab sadar aur wazere - azam aisa ha tu hukumat kiya hogi janab hamare balohistan ka wazere - ala yeh farmatey hian dgree asli ho ya jali degree tu degree ha . hamare mulk main sadar se lay k bhekari tak carapt ha tu aise ma insaaf kahan hoga dasti jaise loog hi ayeingay mulk ko aur tornay . humare andar itna dum tu ha nhi jo bharat ko mun pa khyein k tum balochistan ma apni dakhal andazi band karo . hamre mulk main log bhook se khudkashi kar rahe hian aur sadar sahab aram se biwi ki maout pa aish karahe hian .,0
"assalamoaliekum dheshat gard kon hai ? hm .. musalmaan apne liye apne amal se hai , sirf apne liye kyon k os ne apni deen dari chor di hai jis k tehed ... ab dheshat gard paida howay hain , jeise jeise amaal mei kami aati rahi waise waise dheshat gardi bharti rahi aur yeh silsila jari hai . dheshat gard wohi hai jo apna aur doosron ka nuqsan kar raha hai . ",0
assalamu alikum ... mere dosto aj hamara mulk jis halat me bhi hai in sab ka zimadar hamare mulk k leader hai . jin ki waja se aj hamare mulk me bomb blast ho rahe hai har jaga qatle aam horaha hai . yeh leader jo hamare dushman mulk ke sath mile howe hai un ki wajase aj hame yeh din dekhna par raha hai dosto ...  pakistan zindabad ....,0
aur i guess sanam jung ki job b chali jani ha,0
aya na pteecher khan apni auqat p biabaanoon mein jalsian ker ab kahan gaeen voh dchowk ki dhranian aur pteecher bharkein,0
ayesha khan and sameera fazal ... wow ... what a great combination ... chalo abuse / troll karny k leye b koi drama hona chaye,0
aynda hope soo ni aaongi,0
baba hum sharminda hainkin kin logo ko aap ke naam se joda jaata hai,0
"bahut khoob shahid bhai , cricket me zero to footbal ka lutf",0
bjp ka sub ko pata hay k ye katr hundo entha pasand jamat hay . es amal se es jamat ka chehra khul kar sari dunya k samnay aa gia hy .,0
bohat he bora faisla tha zulqarnain haider ku saza deni chayea take koi be dobra hamari payare pakistan ka naam badnaam na kare,0
bohut hi bkwas set ha,0
"baat yeh hai k hamara media dunya ka bagairat tareen media hai . usay apnay national interest se koi garz nahin hai hai . hamid mir jaisay log jo khud corrupt hain wo corruption ko kia uncover karain gay ?????? geo ganda tareen channel hai . isay apnay mulk ka koi khayal nahin hai . abe tak is jhootay drama main koi cheez saabit nahin ho saki aur hamaray media nay hamaray crickters ko guilty karaar be day dia hai . ,, kuch sharam karo be sharmo ,, apnay he mulk ki badnamy main hisa mat dalo ........ ",0
baba theek kehta ha g sab kuch sabit ha bas yeh sharif hein h chakkar baaz jab b kuch sabit hauta ha yeh muk muka kar letey hein dexein ab babay k saath kab muk muka hauta ha,0
babal nahi raha badal gaya hai khyber pakhtunkhwa originally 2ted by salma k khan,0
